file_name,eng_statement,jpn_statement
skytree_sukaituri59.jpg,"""Tokyo Skytree is the world’s tallest free-standing broadcasting tower. With the two observation decks at 350 meters and 450 meters, Tokyo Skytree lets you enjoy the landscape of Tokyo . """,東京スカイツリーは世界で一番高い自立式電波塔です。地上350メートルと450メートルの高さにある２つの展望台では、東京の景色を楽しむことができます。
udon_kagawaudon7.jpeg,"""Udon is a traditional kind of Japanese noodle. You can eat it as it is, but it is delicious if you add a small amount of spices.""",うどんは日本の伝統的な麺類です。そのまま食べることができますが、少量のスパイスを加えると美味しいです。
atombombdome_genbaku26.jpg,"""In the atomic bomb dome, you can find out the reality of the damage caused by the atomic bomb. Trolley and circulation bus are recommended from here to visit other tourist destinations. Every 30 minutes via A-bomb Dome and Peace Memorial Park.""",原爆ドームでは原子爆弾による被害の実相を知ることができます。ここから他の観光地巡りは路面電車や循環バスがオススメです。30分間隔で原爆ドーム、平和記念公園を経由しています。
jinja_shintoshrine5.jpg,his image does not contain useful sentences.,有益文はありません
torii110.jpg,his image does not contain useful sentences.,有益文はありません
rockgarden_takianji-ishiniwa8.jpg,"""There are 15 stones in the stone garden, and from any direction, one stone is hidden behind other stones. Open all year round, the admission fee for high school students and above is 500 yen, Small and middle school students are 300 yen.""",石庭には15個の石があり、どの方向から見ても、１個の石は他の石に隠れて見えないようになっています。年中無休で、拝観料は高校生以上が、500円で、小・中学生は300円です。
cherryblossom_sakura2.jpg,"""Don't sit at the root of the cherry blossoms that jumped out of the ground. Please do not break the branches.""",地面から飛び出した桜の根元に座ってはいけません。枝は折らないでください。
maple_kouyou15.jpg,his image does not contain useful sentences.,有益文はありません
skytree_sukaituri11.jpg,"""Tokyo Skytree is the world’s tallest free-standing broadcasting tower. With the two observation decks at 350 meters and 450 meters, Tokyo Skytree lets you enjoy the landscape of Tokyo . """,東京スカイツリーは世界で一番高い自立式電波塔です。地上350メートルと450メートルの高さにある２つの展望台では、東京の景色を楽しむことができます。
kaminarimon_kaminarimon25.jpg,"""The official name is Furaijin-mon written in Chinese characters on the back of the large lantern. You can buy various kinds of Japanese gifts at Nakadori-dori ahead of the Kaminarimon.""",雷門とは正式名称ではなく、風雷神門というのが正式名称で大提灯の裏に漢字で書かれています。雷門より先の中通りでは、さまざまな日本のおみやげを買うことができます。
sushi_sushi34.jpg,"""Wasabi is used in sushi. Wasabi is spicy. If you do not like spicy food, sushi without wasabi can be ordered.In Japanese culture, sushi can be eaten by hand.""",寿司にはわさびが入っています。辛い食べ物が好きではない場合は、わさびのない寿司を用意することができます。日本にはお寿司を手で食べる文化があります。
exception19.jpg,his image does not contain useful sentences.,有益文はありません
soba_zarusoba3.jpg,"""Soba is a traditional kind of Japanese noodle. Please add green onions and wasabi to the sauce and then dip a little in the sauce and enjoy. """,蕎麦は日本の伝統的な麺類です。つゆにネギとわさびを入れ、蕎麦を少しつけて食べてください。
jinja_jinja13.jpg,"""When you enter a shrine, you need to purify your hands and mouth before you worship.Remove hats and sunglasses in shrines and temples.""",神社に入ったら、参拝する前に手と口を清めます。神社や寺院では帽子やサングラスを外します。
takoyaki_takoyakigazou12.jpg,"""Usually, eat takoyaki with sauce and mayonnaise, using a toothpick. Please note that the inside is very hot.""",たこ焼きは一般的にソースとマヨネーズをつけて、つまようじを使って食べます。中がとても熱いので注意してください。
tokyotower_tokyotower38.jpg,"""Tokyo Tower is available free of charge except in some paid areas. It is lighted up from sunset to dawn, and there are various types depending on the summer version, winter version, events, and occasional promotions.""",東京タワーは一部の有料エリアを除いて、無料で利用できます。日没から明け方にかけてライトアップされ、夏バージョン、冬バージョンをはじめ、イベントやその時々のプロモーションにより、さまざまなタイプがあります。
maple_momijigazou51.jpg,"""It is a violation of manners to tear the leaves of the maple from the branches. In addition, Please do not enter the restricted area as the cleaned moss will peel off.""",枝からもみじの葉っぱをちぎり取るのはマナー違反です。また、手入れさた苔が剥げるため、立ち入り禁止エリアに入るのは控えてください。
kaminarimon_kaminarimon5.jpeg,"""The official name is Furaijin-mon written in Chinese characters on the back of the large lantern. You can buy various kinds of Japanese gifts at Nakadori-dori ahead of the Kaminarimon.""",雷門とは正式名称ではなく、風雷神門というのが正式名称で大提灯の裏に漢字で書かれています。雷門より先の中通りでは、さまざまな日本のおみやげを買うことができます。
jinja_jinja26.jpg,"""When you enter a shrine, you need to purify your hands and mouth before you worship.Remove hats and sunglasses in shrines and temples.""",神社に入ったら、参拝する前に手と口を清めます。神社や寺院では帽子やサングラスを外します。
kakigori_itigokakigori25.jpg,"""There are different types of syrup, such as strawberries, melons, lemons, sweet plums, mangos, oranges, and condensed milk, but matcha is the most popular. You can buy not only shops but also mobile sales of rear car stalls""",イチゴ、メロン、レモン、スイートプラム、マンゴー、オレンジ、練乳など、さまざまな種類のシロップがありますが、抹茶が最も人気があります。お店だけでなく、リヤカー屋台の移動販売でも購入することができます。
bangasa84.jpg,"""It is a kind of Japanese umbrella and it is called a 'Ban gasa (kasa)'. After getting wet, wipe off the moisture with a towel with a soft cloth, and be sure to shade and dry. If left wet, it can cause bone rust and discoloration.""",これは日本の和傘の一種で「番傘」と呼ばれています。 濡れた後は、柔らかい布でタオルで湿気を拭き取ってから、陰干しをして乾かします。 濡れたままにしておくと、骨の錆や変色の原因になります。
udon_kagawaudon66.jpeg,his image does not contain useful sentences.,有益文はありません
tempura_tempurasatumaimo64.jpg,"""Tempura can be enjoyed two-ways, with Tempura sauce, or just with salt. Shrimp tempura is very popular with visitors from overseas. Please be careful because it is hot""",天ぷらは天つゆと塩の二通りで楽しめます。えびの天ぷらは外国人のお客様に大人気です。熱いので注意して下さい。
kabukicho_kabukicho-entrance15.jpg,"""In Kabukicho there are frequent occurrences of unfair overcharging. Let's not go about malicious barker.""",歌舞伎町では、ぼったくりが頻繁に発生しています。 悪意のある客引きについては行かないでください。
skytree_tokyosky18.jpg,"""Tokyo Skytree is the world’s tallest free-standing broadcasting tower. With the two observation decks at 350 meters and 450 meters, Tokyo Skytree lets you enjoy the landscape of Tokyo . """,東京スカイツリーは世界で一番高い自立式電波塔です。地上350メートルと450メートルの高さにある２つの展望台では、東京の景色を楽しむことができます。
kakigori_kakikoori63.jpg,"""There are different types of syrup, such as strawberries, melons, lemons, sweet plums, mangos, oranges, and condensed milk, but matcha is the most popular. You can buy not only shops but also mobile sales of rear car stalls""",イチゴ、メロン、レモン、スイートプラム、マンゴー、オレンジ、練乳など、さまざまな種類のシロップがありますが、抹茶が最も人気があります。お店だけでなく、リヤカー屋台の移動販売でも購入することができます。
soba_sobaya2.jpg,his image does not contain useful sentences.,有益文はありません
atombombdome_hiroshima-dome5.jpg,"""In the atomic bomb dome, you can find out the reality of the damage caused by the atomic bomb. Trolley and circulation bus are recommended from here to visit other tourist destinations. Every 30 minutes via A-bomb Dome and Peace Memorial Park.""",原爆ドームでは原子爆弾による被害の実相を知ることができます。ここから他の観光地巡りは路面電車や循環バスがオススメです。30分間隔で原爆ドーム、平和記念公園を経由しています。
torii108.jpg,"""Bow once before entering the 'torii' or Buddhist temple gate and walk on the side of the path as it is considered disrespectful to the deities to walk in the middle. """,神社や寺院の鳥居や門をくぐる時は、まず一礼してから進み、参道の真ん中を歩くことは神仏に失礼になるので道の端を歩きます。
kakigori_kakikoori70.jpg,"""There are different types of syrup, such as strawberries, melons, lemons, sweet plums, mangos, oranges, and condensed milk, but matcha is the most popular. You can buy not only shops but also mobile sales of rear car stalls""",イチゴ、メロン、レモン、スイートプラム、マンゴー、オレンジ、練乳など、さまざまな種類のシロップがありますが、抹茶が最も人気があります。お店だけでなく、リヤカー屋台の移動販売でも購入することができます。
rockgarden_ryuuanjiniwa22.jpg,"""There are 15 stones in the stone garden, and from any direction, one stone is hidden behind other stones. Open all year round, the admission fee for high school students and above is 500 yen, Small and middle school students are 300 yen.""",石庭には15個の石があり、どの方向から見ても、１個の石は他の石に隠れて見えないようになっています。年中無休で、拝観料は高校生以上が、500円で、小・中学生は300円です。
hachiko_hachikohiroba10.jpg,"""It is a famous spot not only as a meeting place in Shibuya but also as a tourist attraction. To take a photo with Hachiko, you have to wait in line.""",渋谷の待ち合わせ場所としてだけでなく、観光の名所としても有名なスポットです。 ハチ公と一緒に写真を撮るには、列に並ぶ必要があります。
rockgarden_kyoto-rock-garden18.jpg,his image does not contain useful sentences.,有益文はありません
udon_udon13.jpg,"""Udon is a traditional kind of Japanese noodle. You can eat it as it is, but it is delicious if you add a small amount of spices.""",うどんは日本の伝統的な麺類です。そのまま食べることができますが、少量のスパイスを加えると美味しいです。
soba_zarusoba33.jpg,"""Soba is a traditional kind of Japanese noodle. Please add green onions and wasabi to the sauce and then dip a little in the sauce and enjoy. """,蕎麦は日本の伝統的な麺類です。つゆにネギとわさびを入れ、蕎麦を少しつけて食べてください。
maiko_maikosan81.jpg,his image does not contain useful sentences.,有益文はありません
kaminarimon_kaminarinomon58.jpg,"""The official name is Furaijin-mon written in Chinese characters on the back of the large lantern. You can buy various kinds of Japanese gifts at Nakadori-dori ahead of the Kaminarimon.""",雷門とは正式名称ではなく、風雷神門というのが正式名称で大提灯の裏に漢字で書かれています。雷門より先の中通りでは、さまざまな日本のおみやげを買うことができます。
jinja_jinja28.jpg,"""When you enter a shrine, you need to purify your hands and mouth before you worship.Remove hats and sunglasses in shrines and temples.""",神社に入ったら、参拝する前に手と口を清めます。神社や寺院では帽子やサングラスを外します。
sushi_sushi63.jpg,"""Wasabi is used in sushi. Wasabi is spicy. If you do not like spicy food, sushi without wasabi can be ordered.In Japanese culture, sushi can be eaten by hand.""",寿司にはわさびが入っています。辛い食べ物が好きではない場合は、わさびのない寿司を用意することができます。日本にはお寿司を手で食べる文化があります。
bonsai_bonsai7.jpg,"""Bonsai is a traditional Japanese art that seeks the beauty of plants while growing them in pots. Trees are sized by the number of roots. In bonsai, adjust the number of bowl roots and grow trees smaller. """,盆栽とは、鉢などで植物を育てながら、植物の姿の美しさを求めていく日本の伝統的な芸術です。木は根の数で大きさが決まります。 盆栽では、ボウルの根の数を調整し、木を小さく育てます。 
sumoarena_ryoukokusumo33.jpg,"""Sumo is the national sport in Japan. It is a kind of martial art where two sumo wrestlers,  fight in a dohyo. A wrestler loses the bout if he is forced out of the dohyo, or if any part of his body other than the soles of his feet touches the ground.""",相撲は日本の国民的スポーツです。 2人の力士が土俵で戦う一種の武道です。土俵から追い出されるか、または足の裏以外の部分が地面に触れると負けです。
soba_buckwheatnoodles7.jpg,"""Soba is a traditional kind of Japanese noodle. Please add green onions and wasabi to the sauce and then dip a little in the sauce and enjoy. """,蕎麦は日本の伝統的な麺類です。つゆにネギとわさびを入れ、蕎麦を少しつけて食べてください。
narabuddha_naraofthegreatbuddha71.jpg,"""There is a hole in the pillar located in the northeast of the Great Buddha Hall, and it is said that going through the hole will benefit from no illness.""",大仏殿の北東に位置する柱には穴があり、穴をくぐると無病息災のご利益があると言われています。
soba_zarusoba25.jpg,"""Soba is a traditional kind of Japanese noodle. Please add green onions and wasabi to the sauce and then dip a little in the sauce and enjoy. """,蕎麦は日本の伝統的な麺類です。つゆにネギとわさびを入れ、蕎麦を少しつけて食べてください。
tokyostation_tokyostation45.jpg,"""If you turn around at the Marunouchi South Exit ticket gate and the Marunouchi North Exit ticket gate, you can see 'Tokyo Station Red Brick Station Building' closely. Inside Tokyo Station, there are sweets and shops limited to Tokyo Station, perfect for souvenir selection.""",丸の内南口改札口と丸の内北口改札口で振り返ると東京駅赤レンガ駅舎がよく見えます。東京駅の中には、お土産選びに最適な、東京駅限定のスイーツやお店があります。
gundam_odaiba-gundam22.jpg,"""The main attraction the Unicorn Gundam is the four transformations performance that takes place at 11:00, 13:00, 15:00, and 17:00. In the night section, the show will be held in three stories every half hour from 19: 30 to 21:00.""",ユニコーンガンダムの最大の魅力は、11：00、13：00、15：00、17：00の4つの変身演出です。 夜のセクションでは、ショーは19：30から21:00まで30分ごとに３つのストーリーで開催されます。
kabukicho_kabukicho-tour3.jpg,"""In Kabukicho there are frequent occurrences of unfair overcharging. Let's not go about malicious barker.""",歌舞伎町では、ぼったくりが頻繁に発生しています。 悪意のある客引きについては行かないでください。
kinkakuji_kinkakujigazou18.jpg,"""The only way to get to Kinkakuji is by bus, and most other transportation is not available. It is good to use the tour bus K 'LOOP for visiting 17 tourist spots in Kyoto.""",金閣寺への交通手段はバスしかなく、ほかの交通機関はほとんど利用できません。京都にある17カ所の観光スポットをめぐる周遊バス｢K’LOOP｣を利用するのが良いでしょう。
bangasa78.jpg,"""It is a kind of Japanese umbrella and it is called a 'Ban gasa (kasa)'. After getting wet, wipe off the moisture with a towel with a soft cloth, and be sure to shade and dry. If left wet, it can cause bone rust and discoloration.""",これは日本の和傘の一種で「番傘」と呼ばれています。 濡れた後は、柔らかい布でタオルで湿気を拭き取ってから、陰干しをして乾かします。 濡れたままにしておくと、骨の錆や変色の原因になります。
tokyostation_tokyoeki7.jpg,"""If you turn around at the Marunouchi South Exit ticket gate and the Marunouchi North Exit ticket gate, you can see 'Tokyo Station Red Brick Station Building' closely. Inside Tokyo Station, there are sweets and shops limited to Tokyo Station, perfect for souvenir selection.""",丸の内南口改札口と丸の内北口改札口で振り返ると東京駅赤レンガ駅舎がよく見えます。東京駅の中には、お土産選びに最適な、東京駅限定のスイーツやお店があります。
cherryblossom_sakura19.jpg,"""Don't sit at the root of the cherry blossoms that jumped out of the ground. Please do not break the branches.""",地面から飛び出した桜の根元に座ってはいけません。枝は折らないでください。
fujisan_fujiyama15.jpg,"""Mt. Fuji, which boasts 3,767 meters above sea level and the highest height in Japan, is a World Cultural Heritage. In Lake Yamanaka and Lake Honjo, you can see 'Diamond Fuji' where Sun and Mount Fuji overlap.""","標高3,767メートル、日本一の高さを誇る富士山は世界文化遺産です。 山中湖と本庄湖では、太陽と富士山が重なる「ダイヤモンド富士」が見えます。"
sushi_nigirisushi36.jpg,"""Wasabi is used in sushi. Wasabi is spicy. If you do not like spicy food, sushi without wasabi can be ordered.In Japanese culture, sushi can be eaten by hand.""",寿司にはわさびが入っています。辛い食べ物が好きではない場合は、わさびのない寿司を用意することができます。日本にはお寿司を手で食べる文化があります。
exception12.jpg,"""Throw some coins into the wooden box called 'saisen-bako' in front of the main hall.Next, Ring the bell two or three times using the rope.Bow deeply twice, clap your hands twice, and pray. Finally, bow deeply once again.""",本殿の前にある「賽銭箱」と呼ばれる木製の箱に小銭を投げ入れます。次に縄で鈴を2、3回鳴らします。2回深くお辞儀をし、2回拍手をして、お祈りをします。最後にもう一度深くお辞儀をします。
tokyotower_toukyoutawa65.jpg,"""Tokyo Tower is available free of charge except in some paid areas. It is lighted up from sunset to dawn, and there are various types depending on the summer version, winter version, events, and occasional promotions.""",東京タワーは一部の有料エリアを除いて、無料で利用できます。日没から明け方にかけてライトアップされ、夏バージョン、冬バージョンをはじめ、イベントやその時々のプロモーションにより、さまざまなタイプがあります。
bonsai_bonsai47.jpg,"""Bonsai is a traditional Japanese art that seeks the beauty of plants while growing them in pots. Trees are sized by the number of roots. In bonsai, adjust the number of bowl roots and grow trees smaller. """,盆栽とは、鉢などで植物を育てながら、植物の姿の美しさを求めていく日本の伝統的な芸術です。木は根の数で大きさが決まります。 盆栽では、ボウルの根の数を調整し、木を小さく育てます。 
sushi_nigirisushi66.jpeg,"""Wasabi is used in sushi. Wasabi is spicy. If you do not like spicy food, sushi without wasabi can be ordered.In Japanese culture, sushi can be eaten by hand.""",寿司にはわさびが入っています。辛い食べ物が好きではない場合は、わさびのない寿司を用意することができます。日本にはお寿司を手で食べる文化があります。
manekineko_temanekineko8.jpg,"""It is believed to draw happiness and and customers. Each color shows different meaning and fortune. The blue one is good for academic development and traffic safety.The pink one is good for lovers and the black one is to attack evils.The cat with red is good for keeping good health.""",招き猫は幸せやお客様を引き寄せるとされています。それぞれの色は異なる意味や幸運を表します。青いものは学力向上や交通安全に良いとされています。ピンク色のものは恋人同士に、黒いものは厄払いに良いとされます。赤い色のものは健康に良いとされています。
offertorybox_saisenhako20.jpg,"""Throw some coins into the wooden box called 'saisen-bako' in front of the main hall.Next, Ring the bell two or three times using the rope.Bow deeply twice, clap your hands twice, and pray. Finally, bow deeply once again.""",本殿の前にある「賽銭箱」と呼ばれる木製の箱に小銭を投げ入れます。次に縄で鈴を2、3回鳴らします。2回深くお辞儀をし、2回拍手をして、お祈りをします。最後にもう一度深くお辞儀をします。
maple_kouyou43.jpg,"""It is a violation of manners to tear the leaves of the maple from the branches. In addition, Please do not enter the restricted area as the cleaned moss will peel off.""",枝からもみじの葉っぱをちぎり取るのはマナー違反です。また、手入れさた苔が剥げるため、立ち入り禁止エリアに入るのは控えてください。
cherryblossom_sakura10.jpg,"""Don't sit at the root of the cherry blossoms that jumped out of the ground. Please do not break the branches.""",地面から飛び出した桜の根元に座ってはいけません。枝は折らないでください。
sumoarena_sumo-arena38.jpg,"""Sumo is the national sport in Japan. It is a kind of martial art where two sumo wrestlers,  fight in a dohyo. A wrestler loses the bout if he is forced out of the dohyo, or if any part of his body other than the soles of his feet touches the ground.""",相撲は日本の国民的スポーツです。 2人の力士が土俵で戦う一種の武道です。土俵から追い出されるか、または足の裏以外の部分が地面に触れると負けです。
soba_zarusoba17.jpg,"""Soba is a traditional kind of Japanese noodle. Please add green onions and wasabi to the sauce and then dip a little in the sauce and enjoy. """,蕎麦は日本の伝統的な麺類です。つゆにネギとわさびを入れ、蕎麦を少しつけて食べてください。
kakigori_itigokakigori16.jpg,"""There are different types of syrup, such as strawberries, melons, lemons, sweet plums, mangos, oranges, and condensed milk, but matcha is the most popular. You can buy not only shops but also mobile sales of rear car stalls""",イチゴ、メロン、レモン、スイートプラム、マンゴー、オレンジ、練乳など、さまざまな種類のシロップがありますが、抹茶が最も人気があります。お店だけでなく、リヤカー屋台の移動販売でも購入することができます。
torii104.jpg,"""Bow once before entering the 'torii' or Buddhist temple gate and walk on the side of the path as it is considered disrespectful to the deities to walk in the middle. """,神社や寺院の鳥居や門をくぐる時は、まず一礼してから進み、参道の真ん中を歩くことは神仏に失礼になるので道の端を歩きます。
maiko_maikosan61.jpg,"""These women dancing with such elegance are maiko entertainers who perform traditional Japanese music and dances at exclusive parties. Please refrain from stopping them and coercing them into taking pictures with you.""",舞妓は、日本の伝統的な唄や踊りを披露して宴席に興を添える仕事です。声かけや一緒に写真を撮るように強制することは控えてください。
atombombdome_hiroshima-dome3.jpg,"""In the atomic bomb dome, you can find out the reality of the damage caused by the atomic bomb. Trolley and circulation bus are recommended from here to visit other tourist destinations. Every 30 minutes via A-bomb Dome and Peace Memorial Park.""",原爆ドームでは原子爆弾による被害の実相を知ることができます。ここから他の観光地巡りは路面電車や循環バスがオススメです。30分間隔で原爆ドーム、平和記念公園を経由しています。
cherryblossom_sakura13.jpg,"""Don't sit at the root of the cherry blossoms that jumped out of the ground. Please do not break the branches.""",地面から飛び出した桜の根元に座ってはいけません。枝は折らないでください。
soba_soba25.jpg,"""Soba is a traditional kind of Japanese noodle. Please add green onions and wasabi to the sauce and then dip a little in the sauce and enjoy. """,蕎麦は日本の伝統的な麺類です。つゆにネギとわさびを入れ、蕎麦を少しつけて食べてください。
udon_sanukiudon7.jpeg,"""Udon is a traditional kind of Japanese noodle. You can eat it as it is, but it is delicious if you add a small amount of spices.""",うどんは日本の伝統的な麺類です。そのまま食べることができますが、少量のスパイスを加えると美味しいです。
fujisan_fujisan12.jpg,"""Mt. Fuji, which boasts 3,767 meters above sea level and the highest height in Japan, is a World Cultural Heritage. In Lake Yamanaka and Lake Honjo, you can see 'Diamond Fuji' where Sun and Mount Fuji overlap.""","標高3,767メートル、日本一の高さを誇る富士山は世界文化遺産です。 山中湖と本庄湖では、太陽と富士山が重なる「ダイヤモンド富士」が見えます。"
windchime2.jpg,"""Furin is a kind of small bell that is hung under the eaves in summer in Japan. When the wind blew, they ring. Some of the famous Japanese Furins are 'Edo-Furin' from Tokyo and 'Nambu-Furin' from Iwate prefecture.""",風鈴とは日本の夏に家の軒下に吊り下げてられている小型の鈴の一種です。風が吹くと音が鳴ります。日本の有名な風鈴の中には、東京の「江戸風林」や岩手県の「南部風林」があります。
jinja_jinja9.jpg,his image does not contain useful sentences.,有益文はありません
takoyaki_takoyakigazou43.jpg,"""Usually, eat takoyaki with sauce and mayonnaise, using a toothpick. Please note that the inside is very hot.""",たこ焼きは一般的にソースとマヨネーズをつけて、つまようじを使って食べます。中がとても熱いので注意してください。
cherryblossom_sakura16.jpg,his image does not contain useful sentences.,有益文はありません
takoyaki_takoyakigazou6.jpeg,"""Usually, eat takoyaki with sauce and mayonnaise, using a toothpick. Please note that the inside is very hot.""",たこ焼きは一般的にソースとマヨネーズをつけて、つまようじを使って食べます。中がとても熱いので注意してください。
maple_momijigazou24.jpg,"""It is a violation of manners to tear the leaves of the maple from the branches. In addition, Please do not enter the restricted area as the cleaned moss will peel off.""",枝からもみじの葉っぱをちぎり取るのはマナー違反です。また、手入れさた苔が剥げるため、立ち入り禁止エリアに入るのは控えてください。
hachiko_hatikou32.jpg,"""It is a famous spot not only as a meeting place in Shibuya but also as a tourist attraction. To take a photo with Hachiko, you have to wait in line.""",渋谷の待ち合わせ場所としてだけでなく、観光の名所としても有名なスポットです。 ハチ公と一緒に写真を撮るには、列に並ぶ必要があります。
bonsai_bonsai26.jpg,"""Bonsai is a traditional Japanese art that seeks the beauty of plants while growing them in pots. Trees are sized by the number of roots. In bonsai, adjust the number of bowl roots and grow trees smaller. """,盆栽とは、鉢などで植物を育てながら、植物の姿の美しさを求めていく日本の伝統的な芸術です。木は根の数で大きさが決まります。 盆栽では、ボウルの根の数を調整し、木を小さく育てます。 
bonsai_bonsai19.jpg,"""Bonsai is a traditional Japanese art that seeks the beauty of plants while growing them in pots. Trees are sized by the number of roots. In bonsai, adjust the number of bowl roots and grow trees smaller. """,盆栽とは、鉢などで植物を育てながら、植物の姿の美しさを求めていく日本の伝統的な芸術です。木は根の数で大きさが決まります。 盆栽では、ボウルの根の数を調整し、木を小さく育てます。 
cherryblossom_sakura9.jpg,"""Don't sit at the root of the cherry blossoms that jumped out of the ground. Please do not break the branches.""",地面から飛び出した桜の根元に座ってはいけません。枝は折らないでください。
takoyaki_kansaitakoyaki15.jpg,"""Usually, eat takoyaki with sauce and mayonnaise, using a toothpick. Please note that the inside is very hot.""",たこ焼きは一般的にソースとマヨネーズをつけて、つまようじを使って食べます。中がとても熱いので注意してください。
bangasa111.jpeg,"""It is a kind of Japanese umbrella and it is called a 'Ban gasa (kasa)'. After getting wet, wipe off the moisture with a towel with a soft cloth, and be sure to shade and dry. If left wet, it can cause bone rust and discoloration.""",これは日本の和傘の一種で「番傘」と呼ばれています。 濡れた後は、柔らかい布でタオルで湿気を拭き取ってから、陰干しをして乾かします。 濡れたままにしておくと、骨の錆や変色の原因になります。
tokyostation_toukyouekigazou1.jpg,"""If you turn around at the Marunouchi South Exit ticket gate and the Marunouchi North Exit ticket gate, you can see 'Tokyo Station Red Brick Station Building' closely. Inside Tokyo Station, there are sweets and shops limited to Tokyo Station, perfect for souvenir selection.""",丸の内南口改札口と丸の内北口改札口で振り返ると東京駅赤レンガ駅舎がよく見えます。東京駅の中には、お土産選びに最適な、東京駅限定のスイーツやお店があります。
bonsai_bonsai49.jpg,"""Bonsai is a traditional Japanese art that seeks the beauty of plants while growing them in pots. Trees are sized by the number of roots. In bonsai, adjust the number of bowl roots and grow trees smaller. """,盆栽とは、鉢などで植物を育てながら、植物の姿の美しさを求めていく日本の伝統的な芸術です。木は根の数で大きさが決まります。 盆栽では、ボウルの根の数を調整し、木を小さく育てます。 
torii109.jpg,"""Bow once before entering the 'torii' or Buddhist temple gate and walk on the side of the path as it is considered disrespectful to the deities to walk in the middle. """,神社や寺院の鳥居や門をくぐる時は、まず一礼してから進み、参道の真ん中を歩くことは神仏に失礼になるので道の端を歩きます。
